Key,Status,Before,After,English,InCurrentEnglish,DefinedByPatch,PatchText,PreviousFile,CurrentFile
menu_rule_mde_egg_notifications,added,,Уведомления о драконьих яйцах,Dragon Egg Notifications,True,True,Уведомления о драконьих яйцах,,localization/russian/more_dragon_eggs_ui_l_russian.yml
menu_rule_pit_hatch_likelihood_ai,added,,Вероятность вылупления яиц в драконьей яме: ИИ,AI Pitted Egg Hatching,True,True,Вылупление яиц в драконьих логовах — ИИ,,localization/russian/more_dragon_eggs_ui_l_russian.yml
menu_rule_pit_hatch_likelihood_player,added,,Вероятность вылупления яиц в драконьей яме: игрок,Player Pitted Egg Hatching,True,True,Вылупление яиц в драконьих логовах — игрок,,localization/russian/more_dragon_eggs_ui_l_russian.yml
menu_rule_ride_dragon_decision_cooldown,added,,Задержка решения «Оседлать дракона»,Ride Dragon Decision Cooldown,True,True,Перерыв между полётами на драконе,,localization/russian/more_dragon_eggs_ui_l_russian.yml
menu_rule_spawn_cannibal_egg,added,,Появление яйца Каннибала,Spawn Cannibal Egg,True,True,Появление яйца Каннибала,,localization/russian/more_dragon_eggs_ui_l_russian.yml
menu_rule_spawn_dragonstone_eggs,added,,Появление яиц Драконьего Камня,Spawn Dragonstone Eggs,True,True,Появление яиц на Драконьем Камне,,localization/russian/more_dragon_eggs_ui_l_russian.yml
menu_rule_spawn_meraxes_egg,added,,Появление яйца Мераксес,Spawn Meraxes Egg,True,True,Появление яйца Мераксес,,localization/russian/more_dragon_eggs_ui_l_russian.yml
menu_rule_spawn_moondancer_egg,added,,Появление яйца Лунной Плясуньи,Spawn Moondancer Egg,True,True,Появление яйца Лунной Плясуньи,,localization/russian/more_dragon_eggs_ui_l_russian.yml
menu_rule_spawn_nagga_egg,added,,Появление яйца Нагги,Spawn Nagga Egg,True,True,Появление яйца Нагги,,localization/russian/more_dragon_eggs_ui_l_russian.yml
menu_rule_spawn_pythax_egg,added,,Появление яйца Пифакса,Spawn Pythax Egg,True,True,Появление яйца Пифакса,,localization/russian/more_dragon_eggs_ui_l_russian.yml
menu_rule_spawn_sheepstealer_egg,added,,Появление яйца Овцекрада,Spawn Sheepstealer Egg,True,True,Появление яйца Овцекрада,,localization/russian/more_dragon_eggs_ui_l_russian.yml
menu_rule_spawn_vassarion_egg,added,,Появление яйца Вассариона,Spawn Vassarion Egg,True,True,Появление яйца Вассариона,,localization/russian/more_dragon_eggs_ui_l_russian.yml
menu_rule_spawn_vhagar_egg,added,,Появление яйца Вхагар,Spawn Vhagar Egg,True,True,Появление яйца Вхагар,,localization/russian/more_dragon_eggs_ui_l_russian.yml
menu_rule_stepstone_invasion_frequency,added,,Частота вторжений авантюристов на Ступени,Stepstone Adventurer Invasion Frequency,True,True,Частота вторжений авантюристов на Ступени,,localization/russian/more_dragon_eggs_ui_l_russian.yml
menu_viewer.t,added,,Меню MDE,MDE Menu,True,True,Меню MDE,,localization/russian/more_dragon_eggs_ui_l_russian.yml
meraxes_desc,added,,Мераксес,Meraxes,True,True,Мераксес,,localization/russian/mde_artifacts_l_russian.yml
message_filter_dragon_egg_created,added,,@dragon_icon! Найдено драконье яйцо,@dragon_icon! Dragon Egg Found,True,True,@dragon_icon! Найдено драконье яйцо,,localization/russian/more_dragon_eggs_ui_l_russian.yml
message_filter_dragon_egg_created_desc,added,,"Драконье яйцо ([dragon|E]) было отложено, найдено или иным образом появилось в мире","A [dragon|E] egg has been laid, found or brought into the world",True,True,"Яйцо [Concept('dragon', 'дракона')|E] отложено, найдено или получено иным способом",,localization/russian/more_dragon_eggs_ui_l_russian.yml
moondancer_desc,added,,Лунная Плясунья,Moondancer,True,True,Лунная Плясунья,,localization/russian/mde_artifacts_l_russian.yml
more_dragon_eggs_events.0001.a,removed,Уничтожить!,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0001.desc,removed,"Это событие удаляет все порченые яйца в вашей игре. Наведите курсор на подсказку, чтобы увидеть результат и узнать, какие яйца были уничтожены. Решение появится снова, если в мире возникнут новые порченые яйца.",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0001.t,removed,Порченые яйца уничтожены,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0002.a,removed,Уничтожить!,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0002.desc,removed,"Это событие удаляет все порченые яйца в вашей игре. Наведите курсор на подсказку, чтобы увидеть результат и узнать, какие яйца были уничтожены. Решение появится снова, если в мире возникнут новые порченые яйца.",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0002.t,removed,Отладка,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0003.a,removed,Выбрать этого дракона,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0003.b,removed,Отмена,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0003.desc,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0003.t,removed,"Выбор [Concept('dragon', 'дракона')|E]",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0004.a,removed,"Переместить [selected_dragon_loc.GetName] в выбранную [Concept('dragonpit', 'драконью яму')|E]",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0004.b,removed,Переместить [selected_dragon_loc.GetName] наружу,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0004.c,removed,Отмена,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0004.desc,removed,Здесь находятся драконьи ямы.,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0004.t,removed,"Выбор [Concept('dragonpit', 'драконьей ямы')|E]",,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0005.a,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0005.desc,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0005.t,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0006.a,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0006.desc,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0006.t,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0007.a,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
more_dragon_eggs_events.0007.desc,removed,,,,False,False,,localization/russian/more_dragon_eggs_events_l_russian.yml,
