key,file,line,english,builtin,fallback
fab_ac_riverlands.0001.desc,localization/english/ac/fab_ac_02_riverlands_l_english.yml,3,"A crown settles nothing; it only promises. Mine promises all of Westeros, and Westeros is held by kings who mean to keep it. In the hall of the Aegonfort my council bends over the maps, and every finger points a different way.\n\nNorth sits [fab_ac_harrenhal_lord.GetFirstNameNicknamed], King of the Isles and the Rivers, behind the walls of Harrenhal - the monstrous castle his ironmen wrung out of forty years of riverland blood and toil, finished, the singers say, on the very day I stepped ashore. Five towers like the fingers of a grasping hand, walls too high and thick for any siege ladder ever made. [fab_ac_harrenhal_lord.GetFirstName] thinks [fab_ac_harrenhal_lord.GetHerHis] stone will keep [fab_ac_harrenhal_lord.GetHerHim]. The rivermen who built it groan beneath his yoke, and I am told some of their lords would rise for me - if someone gave them cause.\n\nSouth waits Argilac the Arrogant, the old Storm King, who cut the hands from my envoy and sent them to me in a box. His pride began this war. He is old, but the strength is not gone from him, and unlike [fab_ac_harrenhal_lord.GetFirstName] he will not cower behind walls - the Durrandon will come out to meet me in the open field, storm and all. There would be a certain justice in answering him first.\n\n#bold Two kings, two roads. Either way, the wars for Westeros begin in earnest.#!",[],[]
fab_ac_riverlands.0001.option1,localization/english/ac/fab_ac_02_riverlands_l_english.yml,4,Set the host upon the road to Harrenhal.,[],[]
fab_ac_riverlands.0001.option2,localization/english/ac/fab_ac_02_riverlands_l_english.yml,5,We will answer Argilac first.,[],[]
fab_ac_riverlands.0002,localization/english/ac/fab_ac_02_riverlands_l_english.yml,7,The Host Divides,[],[]
fab_ac_riverlands.0002.desc,localization/english/ac/fab_ac_02_riverlands_l_english.yml,8,"The war will not wait on carpenters, so this morning I put the host on its roads.\n\nMine runs northwest, up the Blackwater to the Gods Eye, with Balerion above it. Visenya sails north with Daemon Velaryon and the fleet, to learn what the Vale will pay to keep its peace. Orys holds the rest under arms on the southern marches, with Rhaenys and Meraxes over him. Argilac would not have him for a good-son; he can have him for an enemy.\n\n#bold Three roads and three dragons. Mine ends at Harrenhal.#!",[],[]
fab_ac_riverlands.0002.option1,localization/english/ac/fab_ac_02_riverlands_l_english.yml,9,Balerion and I will suffice.,[],[]
fab_ac_riverlands.0003,localization/english/ac/fab_ac_02_riverlands_l_english.yml,11,The Battle of the Reeds,[],[]
fab_ac_riverlands.0003.desc,localization/english/ac/fab_ac_02_riverlands_l_english.yml,12,"They were waiting where the reeds grow tall on the southern shore of the Gods Eye, and they chose their moment well. My column was strung out along the water and the ground gave way under armoured men.\n\nWhat they had not reckoned on was Balerion already aloft. He came in low over the water, the reeds went up from end to end, and after that it was less a battle than a reckoning.\n\nWe hold the field. We also have fewer men than we had this morning, and the maesters will be working until dawn.\n\n#bold This country will cost me blood even where I win. Better to learn it here than at the walls.#!",[],[]
fab_ac_riverlands.0003.option1,localization/english/ac/fab_ac_02_riverlands_l_english.yml,13,The field is ours. Press on.,[],[]
fab_ac_riverlands.0004,localization/english/ac/fab_ac_02_riverlands_l_english.yml,15,The Wailing Willows,[],[]
fab_ac_riverlands.0004.desc,localization/english/ac/fab_ac_02_riverlands_l_english.yml,16,"They crossed the Gods Eye in the dark with cloth wrapped round their oars, and they know that water better than my scouts know the shore. The first we knew of them was the willows moving where there was no wind.\n\nThey struck the rear, among the wounded and the baggage, and were gone again before the horns stopped sounding. Smashed carts, burning tents, and more of my men dead than the reeds cost me.",[],[]
fab_ac_riverlands.0004.desc.sons,localization/english/ac/fab_ac_02_riverlands_l_english.yml,17,\n\nThe prisoners name the two who led them across: [fab_ac_hoare_son_a.GetFirstName] and [fab_ac_hoare_son_b.GetFirstName] Hoare.,[],[]
fab_ac_riverlands.0004.desc.son,localization/english/ac/fab_ac_02_riverlands_l_english.yml,18,\n\nThe prisoners name the man who led them across: [fab_ac_hoare_son_a.GetFirstName] Hoare.,[],[]
fab_ac_riverlands.0004.desc.close,localization/english/ac/fab_ac_02_riverlands_l_english.yml,19,"\n\n#bold They fought like ironborn, and they fought well. I shall remember the willows.#!",[],[]
fab_ac_riverlands.0004.option1,localization/english/ac/fab_ac_02_riverlands_l_english.yml,20,Count the dead. Then find me those boats.,[],[]
fab_ac_riverlands.0005,localization/english/ac/fab_ac_02_riverlands_l_english.yml,22,Balerion on the Water,[],[]
fab_ac_riverlands.0005.desc,localization/english/ac/fab_ac_02_riverlands_l_english.yml,23,"Whatever the ironborn know about water, the Gods Eye is a lake, and a lake offers a longship nowhere to hide. They were still out on it at first light, rowing low and heavy with everything they had carried off.\n\nBalerion took them in open water. The boats burned to the waterline, and men in mail do not swim.",[],[]
fab_ac_riverlands.0005.desc.sons,localization/english/ac/fab_ac_02_riverlands_l_english.yml,24,\n\n[fab_ac_hoare_son_a.GetFirstName] and [fab_ac_hoare_son_b.GetFirstName] Hoare went out onto that lake last night. Neither came back.,[],[]
fab_ac_riverlands.0005.desc.son,localization/english/ac/fab_ac_02_riverlands_l_english.yml,25,\n\n[fab_ac_hoare_son_a.GetFirstName] Hoare went out onto that lake last night. He did not come back.,[],[]
fab_ac_riverlands.0005.desc.close,localization/english/ac/fab_ac_02_riverlands_l_english.yml,26,\n\n#bold The willows are paid for. Now Harrenhal.#!,[],[]
fab_ac_riverlands.0005.option1,localization/english/ac/fab_ac_02_riverlands_l_english.yml,27,Word will reach Harrenhal before I do.,[],[]
fab_ac_riverlands.0006,localization/english/ac/fab_ac_02_riverlands_l_english.yml,29,[fab_ac_harrenhal_lord.GetFirstName] Calls the River Lords,[],[]
fab_ac_riverlands.0006.desc,localization/english/ac/fab_ac_02_riverlands_l_english.yml,30,"The ravens went out from Harrenhal at first light. [fab_ac_harrenhal_lord.GetFirstName] has called every river lord to arms and named the muster beneath the castle walls.\n\nMy outriders have watched the fords and the river road for three days. No columns, no banners out of Stone Hedge or Fairmarket, no boats coming down the Trident. The summons has gone out, and the rivers have gone quiet.\n\n#bold Every lord who ignores that summons has already half-answered mine.#!",[],[]
fab_ac_riverlands.0006.option1,localization/english/ac/fab_ac_02_riverlands_l_english.yml,31,Mark who comes. Mark who does not.,[],[]
fab_ac_riverlands.0009,localization/english/ac/fab_ac_02_riverlands_l_english.yml,33,The Dragon or the Squid,[],[]
fab_ac_riverlands.0009.desc,localization/english/ac/fab_ac_02_riverlands_l_english.yml,34,"Three generations of my house have carried stone for the Hoare kings' monument. Three generations of river blood and river silver, swallowed by that black pile on the Gods Eye, while ironborn reeves count our harvests and ironborn axes answer our complaints.\n\nNow a dragonlord camps at the Blackwater's mouth and makes war on our master, and every riverlord from the Cape of Eagles to Maidenpool is asking the same question behind barred doors: is the dragon a deliverer, or just the next master with a hotter brand?\n\nHouse Tully has an older answer to that question. We were kings here once, before the storm kings, before the squids. Whoever humbles [fab_ac_harrenhal_lord.GetFirstName] will need river men to hold the rivers — and the lord who rises FIRST will be remembered above all the lords who merely followed.",[],[]
fab_ac_riverlands.0009.option1,localization/english/ac/fab_ac_02_riverlands_l_english.yml,35,"Family, Duty, Honour. Riverrun rises for the dragon.",[],[]
fab_ac_riverlands.0009.option2,localization/english/ac/fab_ac_02_riverlands_l_english.yml,36,"We wait, and kneel to whoever is left standing.",[],[]
fab_ac_riverlands.0010.opening,localization/english/ac/fab_ac_02_riverlands_l_english.yml,38,"King Aegon,",[],[]
fab_ac_riverlands.0010.desc,localization/english/ac/fab_ac_02_riverlands_l_english.yml,39,"[fab_ac_harrenhal_lord.GetFirstNamePossessive] tyranny has broken the Riverlands for the last time. Riverrun and its banners now stand with the Dragon.\n\nCommand us as you will, and the Trident shall be yours.",[],[]
fab_ac_riverlands.0010.desc.child,localization/english/ac/fab_ac_02_riverlands_l_english.yml,40,"Ironborn tyranny has broken the Riverlands for the last time. Riverrun and its banners now stand with the Dragon.\n\nCommand us as you will, and the Trident shall be yours.",[],[]
fab_ac_riverlands.0011,localization/english/ac/fab_ac_02_riverlands_l_english.yml,42,Riverrun Has Risen,[],[]
fab_ac_riverlands.0011.desc,localization/english/ac/fab_ac_02_riverlands_l_english.yml,43,"The word runs down the rivers faster than any raven: Lord Edmyn Tully has thrown open Riverrun to the dragon king and called on every riverlord to rise against [fab_ac_harrenhal_lord.GetFirstName].\n\nThree generations we have bled for the squid's monument. Now the Blackwoods are moving, and the Brackens — on the same side, for once in a century, which alone should tell a man which way the gods are leaning. The dragonlord is said to be a lenient overlord, careful of gods and customs, which is more than was ever said of [fab_ac_harrenhal_lord.GetFirstName].\n\nIf the rivers rise together, we are not rebels; we are a kingdom throwing off a foreign yoke. If we hang back and the dragon wins anyway, our sons will ask us where we were.",[],[]
fab_ac_riverlands.0011.option1,localization/english/ac/fab_ac_02_riverlands_l_english.yml,44,The rivers rise. No more ironborn masters.,[],[]
fab_ac_riverlands.0011.option2,localization/english/ac/fab_ac_02_riverlands_l_english.yml,45,"We wait, and kneel to whoever is left standing.",[],[]
fab_ac_riverlands.0013,localization/english/ac/fab_ac_02_riverlands_l_english.yml,47,The Black King's Walls,[],[]
fab_ac_riverlands.0013.desc,localization/english/ac/fab_ac_02_riverlands_l_english.yml,48,"Harrenhal devours the horizon long before my host reaches the lakeshore. Five monstrous towers rise above walls broad enough for men to ride six abreast, every stone dark with rain and river mist. [fab_ac_harrenhal_lord.GetFirstNameNicknamed] spent forty years raising this place, and forty years bleeding the riverlands to pay for it. The last stone was set scarcely before my landing. [fab_ac_harrenhal_lord.GetSheHe|U] has built [fab_ac_harrenhal_lord.GetHerHim]self a tomb and mistaken it for a kingdom.\n\nMy captains measure the walls and return grim-faced. Ladders would break beneath their own weight before reaching the battlements. Rams must cross killing grounds overlooked by a hundred murder holes, while the lake guards one flank and [fab_ac_harrenhal_lord.GetFirstName]'s ironborn hold the gates. We may starve [fab_ac_harrenhal_lord.GetHerHim] out, perhaps, but the stores within could outlast more than one harvest, and every moon spent here is a moon granted freely to the other kings of Westeros.\n\nThen Balerion's shadow passes over the tents, and the answer seems plain. Stone may keep out men. It has never yet kept out the sky.\n\nStill, fire need not be the first word spoken. I can summon [fab_ac_harrenhal_lord.GetFirstName] beneath a peace banner and offer [fab_ac_harrenhal_lord.GetHerHim] one chance to exchange [fab_ac_harrenhal_lord.GetHerHis] crown for [fab_ac_harrenhal_lord.GetHerHis] life—or I can spare those within the castle from dragonflame and trust time, steel, and hunger to open what pride has shut.",[],[]
